sku_id,tienda_id,fecha,region,ciudad,distrito,formato_tienda,canal_venta,cluster_tienda,segmento_cliente_principal,categoria,subcategoria,marca,proveedor,sku_estado,precio_lista,precio_venta,costo_unitario,margen_pct,descuento_pct,stock_actual,stock_seguridad,inventario_transito,dias_inventario,ventas_unidades_7d,ventas_unidades_30d,ventas_valor_30d,unidades_devueltas_30d,rotacion_30d,forecast_7d,forecast_30d,error_forecast_pct,quiebres_7d,quiebres_30d,visitas_tienda_30d,tickets_30d,tasa_conversion_pct,share_categoria_pct,competencia_precio_prom,precio_vs_competencia_pct,elasticidad_precio,promo_activa,tipo_promo,dias_promo_mes,inversion_trade,exhibicion_secundaria,espacio_gondola_cm,puntaje_planograma,cumplimiento_sla_pct,fill_rate_pct,lead_time_dias,frecuencia_reposicion_dias,temperatura_promedio,lluvia_mm_mes,feriado_mes,evento_local,campania_marketing,canal_abastecimiento,nivel_socioeconomico_zona,distancia_cd_km,capacidad_bodega_m3,merma_pct,vencimiento_dias,vida_util_dias,reclamos_30d,rating_cliente,score_tendencia_categoria,prioridad_comercial,riesgo_quiebre_score,target_reponer_sku
SKU-0444,TDA-209,2025-10-03,Sur,Arequipa,Surco,Supermercado,Tradicional,Bajo valor,Mascotas,Bebidas,Jugos,Marca_A,Proveedor_Andes,Activo,7.06,7.06,4.17,0.41,0.0,25,11,21,16.3,8,46,324.76,1,1.84,10,45,0.02,1,2,4262,912,0.214,0.21,6.79,0.04,-2.36,0,Sin promo,0,0.0,0,100.7,0.54,0.92,0.753,11,9,13.5,189.3,0,Temporada verano,TV,CD Central,D,532.5,87.8,0.053,174,180,2,4.2,0.011,Media,32.2,0
SKU-0121,TDA-188,2025-06-11,Lima,Callao,Ate,Hipermercado,Tradicional,Descuento,Jovenes,Bebidas,Gaseosas,Marca_D,Proveedor_Andes,Activo,5.83,5.83,3.96,0.32,0.0,47,24,24,11.4,31,124,722.92,2,2.64,28,107,0.14,0,2,3484,818,0.235,0.144,5.52,0.056,-0.97,0,Sin promo,0,0.0,0,132.9,0.75,0.867,0.987,1,10,32.7,9.6,0,Ninguno,Trade marketing,Cross docking,D,245.3,111.6,0.042,455,730,0,4.0,-0.083,Media,24.8,0
SKU-0120,TDA-215,2025-12-02,Lima,Callao,SJL,Bodega,Moderno,Descuento,Ahorro,Limpieza,Papel,Marca_D,Proveedor_Pacifico,Activo,11.2,11.2,9.74,0.13,0.0,3,3,1,3.0,4,14,156.8,0,4.67,3,13,0.07,0,1,2800,1269,0.453,0.021,12.93,-0.134,-0.84,0,Sin promo,0,0.0,0,44.6,0.5,0.927,0.753,3,7,18.0,6.9,0,Concierto,Digital,Proveedor directo,E,234.3,55.1,0.05,300,730,1,3.4,0.61,Media,42.6,0
SKU-0577,TDA-084,2025-09-02,Lima,Callao,Comas,Supermercado,Tradicional,Conveniencia,Ahorro,Mascotas,Arena,Marca_Propia,Proveedor_Andes,Temporal,53.21,53.21,42.04,0.21,0.0,0,11,23,0.0,15,53,2820.13,2,53.0,10,44,0.17,2,4,4541,846,0.186,0.331,63.01,-0.156,-1.81,0,Sin promo,0,0.0,0,21.0,0.9,0.939,0.988,11,6,27.7,34.8,0,Ninguno,Digital,Cross docking,C,632.9,49.6,0.042,20,90,3,3.9,0.381,Media,70.6,1
SKU-0543,TDA-055,2025-11-17,Centro,Huancayo,Ate,Supermercado,Tradicional,Bajo valor,Ahorro,Cuidado Personal,Pasta dental,Competidor_X,Proveedor_Pacifico,Activo,35.49,35.49,26.62,0.25,0.0,18,18,7,5.2,26,103,3655.47,1,5.72,18,87,0.16,1,2,3736,1537,0.411,0.317,36.51,-0.028,-0.8,0,Sin promo,0,0.0,0,86.0,0.61,0.774,0.859,12,12,20.6,198.5,0,Ninguno,Influencers,CD Central,C,331.3,43.3,0.069,63,90,2,3.8,0.05,Media,19.6,0
SKU-0436,TDA-004,2025-07-19,Norte,Piura,Centro,Supermercado,Moderno,Bajo valor,Mascotas,Snacks,Chocolates,Marca_Propia,Proveedor_Pacifico,Activo,9.19,9.19,6.16,0.33,0.0,24,26,8,7.6,27,95,873.05,1,3.96,25,87,0.08,0,4,2282,920,0.403,0.334,8.92,0.03,-2.29,0,Sin promo,0,0.0,0,164.5,0.62,0.93,0.761,3,3,33.8,58.2,0,Temporada verano,Digital,Proveedor directo,C,92.4,58.5,0.026,210,365,0,4.0,0.241,Alta,77.5,1
SKU-0371,TDA-024,2025-10-15,Lima,Lima,Industrial,Ecommerce,Online,Descuento,Ahorro,Lacteos,Mantequilla,Marca_B,Proveedor_Pacifico,Nuevo,15.78,15.78,10.57,0.33,0.0,6,11,13,4.2,9,43,678.54,0,7.17,10,38,0.12,1,5,1316,630,0.479,0.287,17.52,-0.099,-1.61,0,Sin promo,0,0.0,0,139.8,0.6,0.873,0.98,4,3,26.5,153.7,1,Ninguno,Digital,CD Regional,B,771.0,75.9,0.062,39,90,0,3.6,0.414,Alta,82.3,1
SKU-0091,TDA-203,2025-11-20, lima ,Callao,Industrial,bodega,Tradicional,Conveniencia,Mascotas,Abarrotes,Arroz,Marca_C,Proveedor_Local,Activo,31.13,23.04,20.28,1.25,0.26,23,7,12,23.0,5,23,529.92,1,1.0,6,22,0.04,0,1,1653,421,0.255,0.061,33.21,-0.306,-0.83,1,Cabecera,20,1875.68,1,34.6,0.72,0.753,0.866,11,5,17.0,127.0,0,Temporada verano,Influencers,CD Regional,B,590.5,34.5,0.056,25,45,0,4.3,0.153,Alta,19.5,0
SKU-0422,TDA-232,2025-12-09,Lima,Lima,La Molina,Bodega,Moderno,Medio valor,Premium,Cuidado Personal,Desodorante,Marca_B,Proveedor_Local,Activo,44.65,33.49,24.45,0.27,0.25,32,8,5,32.0,6,24,803.76,0,0.75,8,27,0.12,0,2,83,33,0.398,0.379,45.23,-0.26,-0.41,1,Descuento,13,2354.98,no,124.1,0.61,0.776,0.951,2,6,29.8,14.6,0,Ninguno,CRM,Cross docking,B,701.1,103.7,0.058,29,60,2,3.7,0.154,Media,19.3,0
SKU-0726,TDA-047,2025-04-08,Norte,Chiclayo,Comas,Supermercado,Tradicional,Alto valor,Oficinas,Abarrotes,Fideos,Marca_A,Proveedor_Norte,Activo,23.63,23.63,20.79,0.12,0.0,38,36,19,10.0,22,114,2693.82,1,3.0,30,128,0.12,0,2,4250,1515,0.356,0.063,21.28,0.11,-0.9,0,Sin promo,0,0.0,0,89.6,0.52,0.858,0.89,11,11,26.7,166.8,0,Concierto,Influencers,Proveedor directo,B,721.8,117.8,0.008,26,30,2,3.6,0.052,Media,21.0,0
SKU-0647,TDA-196,2025-01-24,Centro,Ica,Los Olivos,Bodega,Tradicional,Descuento,Premium,Abarrotes,Fideos,Marca_A,Proveedor_Norte,Activo,15.0,15.0,12.0,0.2,0.0,14,3,7,14.0,0,1,15.0,0,0.07,0,1,0.0,0,0,1371,609,0.444,0.367,14.73,0.018,-0.55,NO,Sin promo,0,0.0,0,85.7,0.81,0.834,0.885,9,12,33.7,65.3,0,Campana escolar,Digital,CD Central,C,182.3,83.1,0.011,43,45,0,4.3,0.027,Media,0,0
SKU-0005,TDA-212,2025-12-17,Oriente,Pucallpa,Comas,Cash&Carry,Moderno,Descuento,Ahorro,Bebidas,Agua,Marca_C,Proveedor_Norte,Activo,6.12,6.12,5.14,0.16,0.0,56,44,9,14.4,31,117,716.04,1,2.09,36,144,0.23,0,2,3196,938,0.293,0.335,5.35,0.144,-2.31,0,Sin promo,0,0.0,0,155.5,0.78,0.968,0.973,10,2,15.8,153.0,0,Ninguno,Trade marketing,CD Central,D,243.8,81.9,0.006,32,60,0,4.1,-0.07,Alta,27.5,0
SKU-0638,TDA-249,2025-06-05,Lima,Lima,La Molina,minimarket,Moderno,Bajo valor,Mascotas,Abarrotes,Aceite,Marca_E,Proveedor_Local,Activo,21.97,21.97,13.62,0.38,0.0,26,15,0,13.4,15,58,1274.26,0,2.23,14,52,0.1,1,2,897,381,0.425,0.347,21.2,0.036,-1.17,0,Sin promo,0,0.0,0,127.9,0.94,0.815,0.902,5,10,13.5,1.0,0,Campana escolar,Digital,CD Regional,B,681.0,101.3,0.073,146,180,1,3.6,-0.215,Media,19.5,0
SKU-0725,TDA-107,2025-12-22,Norte,Trujillo,Ate,Hipermercado,Moderno,Conveniencia,Oficinas,Bebidas,Jugos,Marca_Propia,Proveedor_Pacifico,Nuevo,4.61,4.61,3.64,0.21,0.0,74,44,14,14.7,32,151,696.11,1,2.04,51,173,0.15,0,2,3105,1243,0.4,0.362,5.56,-0.171,-0.67,0,Sin promo,0,0.0,0,70.9,0.84,0.973,0.765,1,2,14.1,40.5,0,Ninguno,Ninguna,Proveedor directo,B,402.9,115.1,0.001,217,365,0,4.5,-0.147,Alta,34.4,0
SKU-0722,TDA-102,2025-01-17,Norte,Trujillo,Ate,Bodega,Tradicional,Conveniencia,Oficinas,Bebidas,Energizantes,Competidor_X,Proveedor_Norte,Activo,5.81,4.07,2.56,0.37,0.3,50,40,32,13.0,28,115,468.05,2,2.3,42,140,0.22,0,3,1569,401,0.256,0.043,6.0,-0.322,-2.31,1,Cupon,9,2376.42,1,85.0,0.47,0.975,0.703,3,3,23.0,59.4,0,Ninguno,CRM,Proveedor directo,B,689.5,104.1,0.067,36,90,0,3.9,0.309,Alta,44.5,0
SKU-0215,TDA-172,2025-08-12,Norte,Trujillo,Centro,Bodega,Moderno,Descuento,Jovenes,Limpieza,Papel,Marca_A,Proveedor_Andes,Activo,14.42,14.42,9.66,0.33,0.0,4,3,0,4.0,1,5,72.1,0,1.25,1,5,0.0,0,0,1603,764,0.477,0.107,16.89,-0.146,-0.91,0,Sin promo,0,0.0,0,163.3,0.75,0.822,0.877,7,10,23.8,121.9,0,Ninguno,TV,CD Regional,C,583.9,90.1,0.049,175,365,2,4.5,-0.293,Media,8.3,0
SKU-0287,TDA-041,2025-05-20,Sur,Arequipa,Ate,Bodega,Tradicional,Bajo valor,Premium,Lacteos,Mantequilla,Marca_E,Proveedor_Pacifico,Activo,6.96,4.8,2.83,0.41,0.31,32,16,10,13.2,16,73,350.4,1,2.28,19,71,0.03,0,0,1002,203,0.203,0.215,8.04,-0.403,-1.65,1,2x1,16,956.8,0,171.0,0.63,0.817,0.778,10,3,22.0,207.9,0,Ninguno,CRM,Cross docking,B,836.8,57.2,0.053,18,45,1,4.2,-0.175,Media,25.1,0
SKU-0221,TDA-165,2025-10-16,Lima,Lima,Comas,Hipermercado,Tradicional,Bajo valor,Oficinas,Abarrotes,Conservas,Marca_B,Proveedor_Pacifico,Activo,25.07,23.32,15.86,0.32,0.07,14,17,13,4.5,18,94,2192.08,3,6.71,21,86,0.09,0,2,4134,1050,0.254,0.167,28.59,-0.184,-1.52,1,Cupon,15,4001.56,0,102.0,0.81,0.823,0.758,9,2,13.1,155.5,0,Ninguno,Influencers,CD Central,B,177.1,54.6,0.065,22,30,0,3.2,0.633,Media,76.7,1
SKU-0842,TDA-194,2025-03-17,Sur,Arequipa,Comas,Bodega,Tradicional,Medio valor,Jovenes,Cuidado Personal,Jabon,Competidor X,Proveedor_Andes,Activo,20.4,13.46,8.48,0.37,0.34,,28,12,8.5,20,67,901.82,2,3.53,24,81,0.21,1,3,1907,862,0.452,0.278,18.16,-0.259,-1.3,1,Descuento,17,3642.72,0,101.8,0.45,0.779,0.728,7,13,18.1,43.4,0,Ninguno,CRM,Proveedor directo,A,651.2,116.6,0.033,37,120,0,4.1,-0.345,Alta,75.8,1
SKU-0550,TDA-062,2025-09-18,Sur,Cusco,San Isidro,Hipermercado,Mayorista,Alto valor,Premium,Lacteos,Mantequilla,Marca_D,Proveedor_Local,Activo,6.88,6.88,5.02,0.27,0.0,6,15,3,2.9,14,62,426.56,2,10.33,20,68,0.1,1,5,4536,2054,0.453,0.239,5.86,0.174,-2.16,0,Sin promo,0,0.0,1,110.3,0.87,0.767,0.742,6,13,25.2,139.4,0,Ninguno,Digital,Proveedor directo,B,343.7,23.1,0.05,119,365,0,5,0.233,Media,76.8,1
SKU-0794,TDA-126,2025-10-06,Sur,Arequipa,Comas,Supermercado,Moderno,Medio valor,Premium,Bebidas,Jugos,Marca_D,Proveedor_Norte,Activo,5.49,4.83,3.77,0.22,0.12,43,23,15,10.6,26,122,589.26,2,2.84,25,123,0.01,1,2,3504,1372,0.392,0.033,6.41,-0.246,-1.8,1,Descuento,19,137.02,0,52.8,0.59,0.881,0.927,3,11,23.0,146.3,0,Ninguno,Trade marketing,Cross docking,E,219.8,30.2,0.011,177,365,1,3.6,-0.16,Alta,21.8,0
SKU-0558,TDA-062,2025-01-02,Oriente,Pucallpa,San Isidro,Minimarket,Online,Descuento,Familias,Lacteos,Mantequilla,Marca_B,Proveedor_Norte,Descontinuado,5.45,5.45,4.25,0.22,0.0,27,12,8,18.8,11,43,234.35,0,1.59,14,49,0.14,0,4,1101,325,0.295,0.306,5.6,-0.027,-0.94,0,Sin promo,0,0.0,0,69.0,0.84,0.889,0.909,4,3,18.2,7.7,0,Ninguno,TV,CD Regional,E,751.8,28.3,0.054,170,180,5,4.1,0.159,Media,24.2,0
SKU-0587,TDA-209,2025-06-04,Oriente,Iquitos,Los Olivos,Supermercado,Moderno,Descuento,Mascotas,Limpieza,Detergente,Competidor_X,Proveedor_Norte,Activo,19.11,19.11,14.52,0.24,0.0,7,13,6,5.0,10,42,802.62,1,6.0,13,43,0.02,2,5,2510,966,0.385,0.344,18.24,0.048,-1.84,0,Sin promo,0,0.0,0,25.2,0.76,0.835,0.95,11,8,13.2,27.3,0,Partido,CRM,CD Regional,C,709.6,73.3,0.031,27,45,0,3.5,0.01,Media,61.4,1
SKU-0653,TDA-202,2025-02-20,Norte,Trujillo,San Isidro,Supermercado,Online,Conveniencia,Mascotas,Abarrotes,Fideos,Marca_Propia,Proveedor_Andes,Activo,11.35,11.35,7.38,0.35,0.0,16,29,19,6.3,20,76,862.6,0,4.75,27,102,0.34,1,4,3176,1371,0.432,0.109,10.44,0.087,-2.47,0,Sin promo,0,0.0,0,148.2,0.82,0.815,0.709,11,2,17.0,5.3,0,Ninguno,TV,Proveedor directo,E,362.3,37.4,0.004,46,730,1,4.0,-0.288,Alta,75.5,1
SKU-0312,TDA-089,2025-06-27,Oriente,Iquitos,Ate,Cash&Carry,Moderno,Medio valor,Jovenes,Limpieza,Detergente,Marca_A,Proveedor_Andes,Activo,20.93,20.93,12.56,0.4,0.0,8,12,11,3.2,15,75,1569.75,1,9.38,15,60,0.2,1,5,4110,1159,0.282,0.117,22.71,-0.078,-2.44,0,Sin promo,0,0.0,0,141.8,0.77,0.742,0.977,1,12,12.5,152.5,1,Concierto,Digital,Cross docking,C,9.1,27.3,0.034,20,30,2,4.3,-0.044,Baja,63.1,1
SKU-0642,TDA-042,2025-07-12,Centro,Ica,San Isidro,Bodega,Online,Descuento,Ahorro,Bebidas,Energizantes,Marca_C,Proveedor_Global,Activo,5.25,4.25,3.49,0.18,0.19,22,20,13,8.1,17,81,344.25,2,3.68,22,89,0.1,0,4,583,214,0.367,0.115,6.07,-0.3,-2.13,1,2x1,11,2060.07,1,170.8,0.63,0.815,0.909,1,14,12.5,150.8,0,Ninguno,Trade marketing,CD Central,C,671.3,79.1,0.025,33,730,3,3.0,0.478,Baja,44.2,0
SKU-0397,TDA-112,2025-08-29,Centro,Ica,Industrial,Supermercado,Moderno,Descuento,Mascotas,Snacks,Chocolates,Marca_C,Proveedor_Norte,Activo,3.42,3.42,2.74,0.2,0.0,38,20,9,17.0,19,67,229.14,2,1.76,26,87,0.3,0,2,3012,839,0.279,0.322,3.6,-0.05,-1.37,0,Sin promo,0,0.0,0,34.0,0.81,0.779,0.919,3,12,30.6,41.5,0,Fiesta local,TV,Cross docking,E,265.9,76.5,0.063,13,60,2,3.7,-0.137,Baja,29.4,0
SKU-0846,TDA-027,2025-09-04,Sur,Cusco,La Molina,Supermercado,Tradicional,Medio valor,Familias,Limpieza,Papel,Marca_D,Proveedor_Andes,Activo,26.53,26.53,14.86,0.44,0.0,34,13,6,17.6,15,58,1538.74,1,1.71,13,51,0.12,0,1,1535,695,0.453,0.35,27.66,-0.041,-1.76,0,Sin promo,0,0.0,0,177.8,0.74,0.91,0.948,8,5,12.9,38.4,0,Ninguno,Ninguna,Cross docking,A,512.2,89.2,0.021,214,365,1,3.7,0.18,Baja,13.5,0
SKU-0823,TDA-104,2025-04-15,Lima,Callao,Surco,Supermercado,Moderno,Alto valor,Ahorro,Bebidas,Energizantes,Marca_A,Proveedor_Pacifico,Activo,6.04,,5.07,0.16,0.0,48,19,11,17.3,24,83,501.32,3,1.73,27,103,0.24,0,0,3048,1327,0.435,0.366,7.15,-0.155,-1.89,0,Sin promo,0,0.0,0,47.2,0.86,1.2,0.873,11,2,17.6,152.2,0,Partido,Ninguna,CD Regional,D,533.1,94.4,0.006,39,45,1,3.8,0.112,Baja,11.9,0
SKU-0131,TDA-137,2025-04-14,Sur,Cusco,SJL,Minimarket,Online,Medio valor,Ahorro,Bebidas,Gaseosas,Competidor_X,Proveedor_Local,Activo,3.46,3.46,2.15,0.38,0.0,8,15,0,3.8,17,63,217.98,0,7.88,17,78,0.24,1,2,2779,970,0.349,0.13,3.79,-0.087,-0.74,0,Sin promo,0,0.0,1,41.4,0.98,0.917,0.862,1,6,24.7,113.6,0,Ninguno,Digital,CD Central,B,218.2,113.6,0.025,89,90,2,2.8,0.014,Media,52.9,1
SKU-0295,TDA-075,2025-12-19,Lima,Lima,Centro,Bodega,Online,Medio valor,Premium,Snacks,Frutos secos,Marca_C,Proveedor_Andes,Activo,10.21,9.09,6.45,0.29,0.11,15,9,0,11.8,8,38,345.42,1,2.53,8,38,0.0,0,1,495,136,0.275,0.087,10.86,-0.163,-2.2,1,Cabecera,13,3059.03,1,79.0,0.86,0.925,0.751,6,2,13.2,32.3,0,Ninguno,Digital,Proveedor directo,B,299.7,107.7,0.06,46,120,1,3.7,-0.073,Media,27.3,0
SKU-0621,TDA-018,2025-02-01,Lima,Callao,SJL,Supermercado,Tradicional,Descuento,Familias,Mascotas,Arena,Marca_A,Proveedor_Pacifico,Activo,44.21,44.21,23.87,0.46,0.0,0,15,0,0.0,14,53,2343.13,1,53.0,12,48,0.09,2,2,3244,1279,0.394,0.369,43.92,0.007,-2.39,0,Sin promo,0,0.0,1,180.0,0.56,0.914,0.827,2,10,33.0,17.4,0,Temporada verano,TV,CD Regional,C,85.2,22.1,0.006,3,45,2,3.8,-0.042,Baja,74.0,1
SKU-0318,TDA-061,2025-07-11,Norte,Chiclayo,San Isidro,Hipermercado,Tradicional,Descuento,Mascotas,,Yogurt,Marca_A,Proveedor_Andes,Activo,3.04,,2.22,0.27,0.0,36,30,19,7.8,42,138,419.52,4,3.83,37,156,0.13,0,1,4062,779,0.192,0.25,3.28,-0.073,-1.94,0,Sin promo,0,0.0,0,169.1,0.76,0.757,0.949,11,3,30.6,162.4,0,Campana escolar,TV,Cross docking,E,410.7,108.3,0.008,352,730,0,4.2,0.632,Alta,42.7,0
SKU-0227,TDA-131,2025-08-02,Centro,Huancayo,Los Olivos,Bodega,Mayorista,Medio valor,Ahorro,Limpieza,Detergente,Marca_D,Proveedor_Global,Activo,8.42,8.42,5.73,0.32,0.0,0,9,2,0.0,12,39,328.38,1,39.0,10,39,0.0,3,7,1712,677,0.395,0.086,9.84,-0.144,-0.52,0,Sin promo,0,0.0,0,176.6,0.51,0.734,0.813,12,2,25.1,41.3,0,Ninguno,Trade marketing,CD Central,B,762.6,52.3,0.063,279,365,0,4.4,0.216,Alta,96.7,1
SKU-0327,TDA-212,2025-01-23,Norte,Piura,Industrial,Bodega,Moderno,Medio valor,Jovenes,Abarrotes,Arroz,Marca_B,Proveedor_Andes,Nuevo,10.11,6.98,5.37,0.23,0.31,27,11,7,14.5,17,56,390.88,2,2.07,15,70,0.25,0,4,1652,481,0.291,0.321,10.9,-0.36,-1.52,1,Cupon,3,3973.1,1,24.5,0.55,0.838,0.945,11,8,14.8,156.2,0,Ninguno,CRM,CD Central,E,350.7,91.8,0.073,25,60,1,4.3,0.539,Alta,45.3,0
SKU-0842,TDA-105,2025-01-10,Norte,Chiclayo,San Isidro,Supermercado,Tradicional,Medio valor,Oficinas,Lacteos,Yogurt,Competidor_X,Proveedor_Global,Activo,17.28,17.28,14.0,0.19,0.0,12,16,8,5.3,19,68,1175.04,0,5.67,16,62,0.09,1,2,3505,1257,0.359,0.252,17.8,-0.029,-2.21,0,Sin promo,0,0.0,0,110.0,0.95,0.789,0.722,6,6,31.2,5.5,0,Ninguno,CRM,Proveedor directo,C,681.9,102.5,0.018,48,90,1,5,0.489,Baja,64.4,1
SKU-0110,TDA-116,2025-03-02,Centro,Ica,La Molina,Bodega,Moderno,Alto valor,Oficinas,Lacteos,Yogurt,Marca_E,Proveedor_Pacifico,Activo,5.39,5.39,4.31,0.2,0.0,18,6,8,18.0,7,28,150.92,1,1.56,6,30,0.07,0,0,1408,261,0.185,0.355,5.81,-0.072,-0.76,0,Sin promo,0,0.0,0,119.3,0.76,0.819,0.947,6,11,14.2,219.2,0,Ninguno,Digital,CD Regional,B,290.4,30.5,0.025,256,365,1,4.4,-0.177,Baja,9.8,0
SKU-0830,TDA-181,2025-08-08,Lima,Lima,SJL,Minimarket,Tradicional,Medio valor,Jovenes,Bebidas,Jugos,Marca_A,Proveedor_Global,Activo,4.89,4.89,3.81,0.22,0.0,17,9,0,11.9,10,43,210.27,1,2.53,8,37,0.14,0,2,2429,925,0.381,0.211,4.27,0.145,-0.36,0,Sin promo,0,0.0,0,60.8,0.82,0.757,0.884,5,5,27.0,0.5,0,Ninguno,Trade marketing,Cross docking,D,55.7,61.2,0.021,13,60,6,3.6,0.32,Alta,35.9,0
SKU-0168,TDA-113,2025-07-07, sur ,Tacna,Miraflores,Ecommerce,Online,Alto valor,Mascotas,Snacks,Galletas,Marca_D,Proveedor_Norte,Activo,4.66,4.29,3.78,0.12,0.08,14,15,14,5.5,15,76,326.04,3,5.43,20,91,0.2,0,2,50,19,0.38,0.354,4.69,-0.085,-1.15,1,2x1,7,4326.14,0,136.6,0.96,0.907,0.736,11,3,20.5,144.5,1,Ninguno,CRM,CD Central,C,659.7,59.1,0.08,28,45,1,3.6,0.017,Alta,72.1,1
SKU-0490,TDA-077,2025-06-07,Sur,Arequipa,Los Olivos,Minimarket,Tradicional,Bajo valor,Mascotas,Abarrotes,Aceite,Marca_Propia,Proveedor_Norte,Activo,14.89,14.89,11.47,0.23,0.0,8,3,2,8.0,0,1,14.89,0,0.12,0,1,0.0,1,1,2833,1355,0.478,0.356,16.71,-0.109,-1.05,0,Sin promo,0,0.0,0,55.8,0.76,0.921,0.723,2,13,28.5,100.3,0,Ninguno,Digital,Proveedor directo,A,188.4,63.8,0.003,9,30,2,4.9,-0.009,Alta,9.3,0
SKU-0684,TDA-089,2025-11-14,Lima,Callao,SJL,Minimarket,Moderno,Medio valor,Ahorro,Abarrotes,Conservas,Competidor_X,Proveedor_Andes,Activo,16.03,16.03,9.14,0.43,0.0,13,5,0,11.5,11,34,545.02,1,2.62,6,28,0.18,1,4,2422,626,0.258,0.143,17.14,-0.065,-1.81,0,Sin promo,0,0.0,0,89.3,0.63,0.781,0.942,7,4,14.0,148.0,0,Ninguno,Trade marketing,CD Regional,C,679.3,37.9,0.014,39,45,1,4.1,0.177,Baja,25.3,0
SKU-0247,TDA-005,2025-07-24,Norte,Piura,Miraflores,Bodega,Moderno,Bajo valor,Mascotas,Limpieza,Desinfectante,Marca_E,Proveedor_Pacifico,Activo,31.76,28.9,16.76,0.42,0.09,23,19,3,12.8,12,54,1560.6,1,2.35,16,62,0.15,1,1,375,157,0.419,0.182,36.8,-0.215,-2.45,1,2x1,20,2893.38,1,85.7,0.95,0.844,0.836,5,4,23.0,196.6,0,Ninguno,TV,Proveedor directo,D,208.8,100.0,0.044,24,30,1,4.8,-0.181,Media,34.2,0
SKU-0576,TDA-066,2025-11-02,Lima,Callao,Comas,Hipermercado,Moderno,Descuento,Premium,Bebidas,Energizantes,Marca D,Proveedor_Norte,Activo,5.66,5.66,4.47,0.21,0.0,17,33,30,4.6,34,110,622.6,0,6.47,27,90,0.18,2,4,2671,1137,0.426,0.168,5.88,-0.037,-1.64,0,Sin promo,0,0.0,1,51.0,0.95,0.817,0.952,1,11,32.4,126.3,0,Ninguno,Influencers,Cross docking,B,207.4,71.8,0.057,22,30,1,3.5,0.061,Media,66.2,1
SKU-0482,TDA-110,2025-05-25,Lima,Lima,SJL,Bodega,Moderno,Medio valor,Jovenes,Abarrotes,Arroz,Marca_E,Proveedor_Pacifico,Activo,14.92,14.92,11.34,0.24,0.0,,14,0,12.1,11,52,775.84,1,2.48,15,62,0.19,0,1,1026,312,0.304,0.213,13.72,0.087,-2.15,0,Sin promo,0,0.0,0,158.6,0.5,0.865,0.88,3,8,14.6,175.7,0,Ninguno,CRM,CD Central,C,249.4,47.1,0.051,296,365,1,3.7,0.376,Baja,25.5,0
SKU-0264,TDA-198,2025-08-18,Sur,Cusco,SJL,Bodega,Online,Alto valor,Oficinas,Abarrotes,Arroz,Competidor_X,Proveedor_Local,Activo,33.18,24.22,19.38,0.2,0.27,27,26,4,11.2,22,72,1743.84,0,2.67,25,94,0.31,0,2,942,400,0.425,0.346,36.86,-0.343,-2.12,1,Descuento,16,942.28,0,143.4,0.86,0.757,0.968,12,13,26.5,37.0,0,Partido,Trade marketing,CD Regional,D,681.0,10.1,0.045,14,45,1,4.4,0.563,Baja,33.0,0
SKU-0271,TDA-114,2025-11-26,Centro,Ica,Comas,Bodega,Mayorista,Conveniencia,Oficinas,BEBIDAS,Agua,Competidor_X,Proveedor_Global,Temporal,4.31,4.31,3.19,0.26,0.0,24,24,3,11.6,16,62,267.22,0,2.58,22,77,0.24,0,2,1765,490,0.278,0.186,4.07,0.059,-0.48,0,Sin promo,0,0.0,0,70.2,0.7,0.979,0.712,12,3,17.4,21.6,0,Ninguno,Influencers,CD Regional,D,790.3,40.0,0.062,48,120,0,5,0.124,Baja,32.9,0
SKU-0151,TDA-209,2025-03-31,Sur,Arequipa,Comas,Hipermercado,Moderno,Alto valor,Jovenes,Mascotas,Alimento perro,Marca_E,Proveedor_Norte,Nuevo,49.42,43.0,30.53,0.29,0.13,19,18,0,7.0,23,82,3526.0,1,4.32,17,70,0.15,1,5,3363,1453,0.432,0.172,42.84,0.004,-2.1,1,2x1,5,4710.27,0,33.8,0.93,0.953,0.841,8,5,13.6,176.2,0,Ninguno,Trade marketing,Cross docking,E,330.6,77.4,0.017,15,60,1,3.9,0.15,Baja,36.6,0
SKU-0060,TDA-113,2025-12-23,Sur,Cusco,Los Olivos,Bodega,Tradicional,Conveniencia,Ahorro,Bebidas,Gaseosas,Competidor_X,Proveedor_Pacifico,Temporal,7.89,6.55,4.45,0.32,0.17,11,23,16,5.5,16,60,393.0,1,5.45,19,71,0.18,1,4,939,406,0.432,0.174,8.54,-0.233,-1.61,1,2x1,10,4101.21,0,132.9,0.6,0.838,0.895,3,11,18.2,108.8,0,Ninguno,Influencers,Cross docking,B,664.7,32.6,0.08,42,90,0,4.5,-0.222,Media,63.9,1
SKU-0211,TDA-077,2025-12-16,Oriente,Pucallpa,SJL,Bodega,Moderno,Medio valor,Familias,Lacteos,Yogurt,Marca_D,Proveedor_Norte,Activo,13.12,13.12,9.58,0.27,0.0,31,17,2,17.9,11,52,682.24,1,1.68,14,53,0.02,0,4,670,317,0.473,0.259,13.96,-0.06,-1.93,0,Sin promo,0,0.0,0,88.0,0.63,0.812,0.905,9,9,33.9,15.0,0,Ninguno,Ninguna,CD Central,A,242.9,83.7,0.022,74,120,1,4.7,0.474,Baja,36.3,0
